2529 352 240
242 134 -1 1
243 134 -1 1
244 134 -1 1
245 134 -1 1
246 134 -1 1
247 134 -1 1
248 134 -1 1
249 134 -1 1
250 134 -1 1
251 134 -1 1
252 134 -1 1
253 134 -1 1
254 134 -1 1
255 134 -1 1
256 134 -1 1
257 134 -1 1
190 135 -1 1
191 135 -1 1
192 135 -1 1
193 135 -1 1
194 135 -1 1
195 135 -1 1
196 135 -1 1
197 135 -1 1
198 135 -1 1
199 135 -1 1
200 135 -1 1
201 135 -1 1
202 135 -1 1
203 135 -1 1
204 135 -1 1
205 135 -1 1
206 135 -1 1
207 135 -1 1
208 135 -1 1
209 135 -1 1
210 135 -1 1
211 135 -1 1
212 135 -1 1
213 135 -1 1
214 135 -1 1
215 135 -1 1
216 135 -1 1
217 135 -1 1
218 135 -1 1
219 135 -1 1
220 135 -1 1
221 135 -1 1
222 135 -1 1
223 135 -1 1
224 135 -1 1
225 135 -1 1
226 135 -1 1
227 135 -1 1
228 135 -1 1
229 135 -1 1
230 135 -1 1
231 135 -1 1
232 135 -1 1
233 135 -1 1
234 135 -1 1
235 135 -1 1
236 135 -1 1
237 135 -1 1
238 135 -1 1
239 135 -1 1
240 135 -1 1
241 135 -1 1
242 135 -1 1
243 135 -1 1
244 135 -1 1
245 135 -1 1
246 135 -1 1
247 135 -1 1
248 135 -1 1
249 135 -1 1
250 135 -1 1
251 135 -1 1
252 135 -1 1
253 135 -1 1
254 135 -1 1
255 135 -1 1
256 135 -1 1
257 135 -1 1
258 135 -1 1
259 135 -1 1
260 135 -1 1
261 135 -1 1
262 135 -1 1
190 136 -1 1
191 136 -1 1
192 136 -1 1
193 136 -1 1
194 136 -1 1
195 136 -1 1
196 136 -1 1
197 136 -1 1
198 136 -1 1
199 136 -1 1
200 136 -1 1
201 136 -1 1
202 136 -1 1
203 136 -1 1
204 136 -1 1
205 136 -1 1
206 136 -1 1
207 136 -1 1
208 136 -1 1
209 136 -1 1
210 136 -1 1
211 136 -1 1
212 136 -1 1
213 136 -1 1
214 136 -1 1
215 136 -1 1
216 136 -1 1
217 136 -1 1
218 136 -1 1
219 136 -1 1
220 136 -1 1
221 136 -1 1
222 136 -1 1
223 136 -1 1
224 136 -1 1
225 136 -1 1
226 136 -1 1
227 136 -1 1
228 136 -1 1
229 136 -1 1
230 136 -1 1
231 136 -1 1
232 136 -1 1
233 136 -1 1
234 136 -1 1
235 136 -1 1
236 136 -1 1
237 136 -1 1
238 136 -1 1
239 136 -1 1
240 136 -1 1
241 136 -1 1
242 136 -1 1
243 136 -1 1
244 136 -1 1
245 136 -1 1
246 136 -1 1
247 136 -1 1
248 136 -1 1
249 136 -1 1
250 136 -1 1
251 136 -1 1
252 136 -1 1
253 136 -1 1
254 136 -1 1
255 136 -1 1
256 136 -1 1
257 136 -1 1
258 136 -1 1
259 136 -1 1
260 136 -1 1
261 136 -1 1
262 136 -1 1
263 136 -1 1
264 136 -1 1
265 136 -1 1
266 136 -1 1
267 136 -1 1
268 136 -1 1
190 137 -1 1
191 137 -1 1
192 137 -1 1
193 137 -1 1
194 137 -1 1
195 137 -1 1
196 137 -1 1
197 137 -1 1
198 137 -1 1
199 137 -1 1
200 137 -1 1
201 137 -1 1
202 137 -1 1
203 137 -1 1
204 137 -1 1
205 137 -1 1
206 137 -1 1
207 137 -1 1
208 137 -1 1
209 137 -1 1
210 137 -1 1
211 137 -1 1
212 137 -1 1
213 137 -1 1
214 137 -1 1
215 137 -1 1
216 137 -1 1
217 137 -1 1
218 137 -1 1
219 137 -1 1
220 137 -1 1
221 137 -1 1
222 137 -1 1
223 137 -1 1
224 137 -1 1
225 137 -1 1
226 137 -1 1
227 137 -1 1
228 137 -1 1
229 137 -1 1
230 137 -1 1
231 137 -1 1
232 137 -1 1
233 137 -1 1
234 137 -1 1
235 137 -1 1
236 137 -1 1
237 137 -1 1
238 137 -1 1
239 137 -1 1
240 137 -1 1
241 137 -1 1
242 137 -1 1
243 137 -1 1
244 137 -1 1
245 137 -1 1
246 137 -1 1
247 137 -1 1
248 137 -1 1
249 137 -1 1
250 137 -1 1
251 137 -1 1
252 137 -1 1
253 137 -1 1
254 137 -1 1
255 137 -1 1
256 137 -1 1
257 137 -1 1
258 137 -1 1
259 137 -1 1
260 137 -1 1
261 137 -1 1
262 137 -1 1
263 137 -1 1
264 137 -1 1
265 137 -1 1
266 137 -1 1
267 137 -1 1
268 137 -1 1
269 137 -1 1
270 137 -1 1
271 137 -1 1
272 137 -1 1
190 138 -1 1
191 138 -1 1
192 138 -1 1
193 138 -1 1
194 138 -1 1
195 138 -1 1
196 138 -1 1
197 138 -1 1
198 138 -1 1
199 138 -1 1
200 138 -1 1
201 138 -1 1
202 138 -1 1
203 138 -1 1
204 138 -1 1
205 138 -1 1
206 138 -1 1
207 138 -1 1
208 138 -1 1
209 138 -1 1
210 138 -1 1
211 138 -1 1
212 138 -1 1
213 138 -1 1
214 138 -1 1
215 138 -1 1
216 138 -1 1
217 138 -1 1
218 138 -1 1
219 138 -1 1
220 138 -1 1
221 138 -1 1
222 138 -1 1
223 138 -1 1
224 138 -1 1
225 138 -1 1
226 138 -1 1
227 138 -1 1
228 138 -1 1
229 138 -1 1
230 138 -1 1
231 138 -1 1
232 138 -1 1
233 138 -1 1
234 138 -1 1
235 138 -1 1
236 138 -1 1
237 138 -1 1
238 138 -1 1
239 138 -1 1
240 138 -1 1
241 138 -1 1
242 138 -1 1
243 138 -1 1
244 138 -1 1
245 138 -1 1
246 138 -1 1
247 138 -1 1
248 138 -1 1
249 138 -1 1
250 138 -1 1
251 138 -1 1
252 138 -1 1
253 138 -1 1
254 138 -1 1
255 138 -1 1
256 138 -1 1
257 138 -1 1
258 138 -1 1
259 138 -1 1
260 138 -1 1
261 138 -1 1
262 138 -1 1
263 138 -1 1
264 138 -1 1
265 138 -1 1
266 138 -1 1
267 138 -1 1
268 138 -1 1
269 138 -1 1
270 138 -1 1
271 138 -1 1
272 138 -1 1
273 138 -1 1
274 138 -1 1
275 138 -1 1
276 138 -1 1
190 139 -1 1
191 139 -1 1
192 139 -1 1
193 139 -1 1
194 139 -1 1
195 139 -1 1
196 139 -1 1
197 139 -1 1
198 139 -1 1
199 139 -1 1
200 139 -1 1
204 139 -1 1
205 139 -1 1
206 139 -1 1
207 139 -1 1
208 139 -1 1
209 139 -1 1
210 139 -1 1
211 139 -1 1
212 139 -1 1
213 139 -1 1
214 139 -1 1
215 139 -1 1
216 139 -1 1
217 139 -1 1
218 139 -1 1
219 139 -1 1
220 139 -1 1
221 139 -1 1
222 139 -1 1
223 139 -1 1
224 139 -1 1
225 139 -1 1
226 139 -1 1
227 139 -1 1
228 139 -1 1
229 139 -1 1
230 139 -1 1
231 139 -1 1
232 139 -1 1
233 139 -1 1
234 139 -1 1
235 139 -1 1
236 139 -1 1
237 139 -1 1
238 139 -1 1
239 139 -1 1
240 139 -1 1
241 139 -1 1
242 139 -1 1
243 139 -1 1
244 139 -1 1
245 139 -1 1
246 139 -1 1
247 139 -1 1
248 139 -1 1
249 139 -1 1
250 139 -1 1
251 139 -1 1
252 139 -1 1
253 139 -1 1
254 139 -1 1
255 139 -1 1
256 139 -1 1
257 139 -1 1
258 139 -1 1
259 139 -1 1
260 139 -1 1
261 139 -1 1
262 139 -1 1
263 139 -1 1
264 139 -1 1
265 139 -1 1
266 139 -1 1
267 139 -1 1
268 139 -1 1
269 139 -1 1
270 139 -1 1
271 139 -1 1
272 139 -1 1
273 139 -1 1
274 139 -1 1
275 139 -1 1
276 139 -1 1
277 139 -1 1
278 139 -1 1
279 139 -1 1
189 140 -1 1
190 140 -1 1
191 140 -1 1
192 140 -1 1
193 140 -1 1
194 140 -1 1
195 140 -1 1
196 140 -1 1
197 140 -1 1
198 140 -1 1
199 140 -1 1
200 140 -1 1
209 140 -1 1
210 140 -1 1
211 140 -1 1
212 140 -1 1
213 140 -1 1
214 140 -1 1
215 140 -1 1
216 140 -1 1
217 140 -1 1
218 140 -1 1
219 140 -1 1
220 140 -1 1
221 140 -1 1
222 140 -1 1
223 140 -1 1
224 140 -1 1
225 140 -1 1
226 140 -1 1
227 140 -1 1
228 140 -1 1
229 140 -1 1
230 140 -1 1
231 140 -1 1
232 140 -1 1
233 140 -1 1
234 140 -1 1
235 140 -1 1
236 140 -1 1
237 140 -1 1
238 140 -1 1
239 140 -1 1
240 140 -1 1
241 140 -1 1
242 140 -1 1
243 140 -1 1
244 140 -1 1
245 140 -1 1
246 140 -1 1
247 140 -1 1
248 140 -1 1
249 140 -1 1
250 140 -1 1
251 140 -1 1
252 140 -1 1
253 140 -1 1
254 140 -1 1
255 140 -1 1
256 140 -1 1
257 140 -1 1
258 140 -1 1
259 140 -1 1
260 140 -1 1
261 140 -1 1
262 140 -1 1
263 140 -1 1
264 140 -1 1
265 140 -1 1
266 140 -1 1
267 140 -1 1
268 140 -1 1
269 140 -1 1
270 140 -1 1
271 140 -1 1
272 140 -1 1
273 140 -1 1
274 140 -1 1
275 140 -1 1
276 140 -1 1
277 140 -1 1
278 140 -1 1
279 140 -1 1
280 140 -1 1
281 140 -1 1
282 140 -1 1
189 141 -1 1
190 141 -1 1
191 141 -1 1
192 141 -1 1
193 141 -1 1
194 141 -1 1
195 141 -1 1
196 141 -1 1
197 141 -1 1
198 141 -1 1
199 141 -1 1
200 141 -1 1
212 141 -1 1
213 141 -1 1
214 141 -1 1
215 141 -1 1
216 141 -1 1
217 141 -1 1
218 141 -1 1
219 141 -1 1
220 141 -1 1
221 141 -1 1
222 141 -1 1
223 141 -1 1
224 141 -1 1
225 141 -1 1
226 141 -1 1
227 141 -1 1
228 141 -1 1
229 141 -1 1
230 141 -1 1
231 141 -1 1
232 141 -1 1
233 141 -1 1
234 141 -1 1
235 141 -1 1
236 141 -1 1
237 141 -1 1
238 141 -1 1
239 141 -1 1
240 141 -1 1
241 141 -1 1
242 141 -1 1
243 141 -1 1
244 141 -1 1
245 141 -1 1
246 141 -1 1
247 141 -1 1
248 141 -1 1
249 141 -1 1
250 141 -1 1
251 141 -1 1
252 141 -1 1
253 141 -1 1
254 141 -1 1
255 141 -1 1
256 141 -1 1
257 141 -1 1
258 141 -1 1
259 141 -1 1
260 141 -1 1
261 141 -1 1
262 141 -1 1
263 141 -1 1
264 141 -1 1
265 141 -1 1
266 141 -1 1
267 141 -1 1
268 141 -1 1
269 141 -1 1
270 141 -1 1
271 141 -1 1
272 141 -1 1
273 141 -1 1
274 141 -1 1
275 141 -1 1
276 141 -1 1
277 141 -1 1
278 141 -1 1
279 141 -1 1
280 141 -1 1
281 141 -1 1
282 141 -1 1
283 141 -1 1
189 142 -1 1
190 142 -1 1
191 142 -1 1
192 142 -1 1
193 142 -1 1
194 142 -1 1
195 142 -1 1
196 142 -1 1
197 142 -1 1
198 142 -1 1
199 142 -1 1
200 142 -1 1
224 142 -1 1
225 142 -1 1
226 142 -1 1
227 142 -1 1
228 142 -1 1
229 142 -1 1
230 142 -1 1
231 142 -1 1
232 142 -1 1
233 142 -1 1
234 142 -1 1
235 142 -1 1
236 142 -1 1
237 142 -1 1
238 142 -1 1
239 142 -1 1
240 142 -1 1
241 142 -1 1
242 142 -1 1
243 142 -1 1
244 142 -1 1
245 142 -1 1
246 142 -1 1
247 142 -1 1
248 142 -1 1
249 142 -1 1
250 142 -1 1
251 142 -1 1
252 142 -1 1
253 142 -1 1
254 142 -1 1
255 142 -1 1
256 142 -1 1
257 142 -1 1
258 142 -1 1
259 142 -1 1
260 142 -1 1
261 142 -1 1
262 142 -1 1
263 142 -1 1
264 142 -1 1
265 142 -1 1
266 142 -1 1
267 142 -1 1
268 142 -1 1
269 142 -1 1
270 142 -1 1
271 142 -1 1
272 142 -1 1
273 142 -1 1
274 142 -1 1
275 142 -1 1
276 142 -1 1
277 142 -1 1
278 142 -1 1
279 142 -1 1
280 142 -1 1
281 142 -1 1
282 142 -1 1
283 142 -1 1
284 142 -1 1
189 143 -1 1
190 143 -1 1
191 143 -1 1
192 143 -1 1
193 143 -1 1
194 143 -1 1
195 143 -1 1
196 143 -1 1
197 143 -1 1
198 143 -1 1
199 143 -1 1
227 143 -1 1
228 143 -1 1
229 143 -1 1
230 143 -1 1
231 143 -1 1
232 143 -1 1
233 143 -1 1
234 143 -1 1
235 143 -1 1
236 143 -1 1
237 143 -1 1
238 143 -1 1
239 143 -1 1
240 143 -1 1
241 143 -1 1
242 143 -1 1
243 143 -1 1
244 143 -1 1
245 143 -1 1
246 143 -1 1
247 143 -1 1
248 143 -1 1
249 143 -1 1
250 143 -1 1
251 143 -1 1
252 143 -1 1
253 143 -1 1
254 143 -1 1
255 143 -1 1
256 143 -1 1
257 143 -1 1
258 143 -1 1
259 143 -1 1
260 143 -1 1
261 143 -1 1
262 143 -1 1
263 143 -1 1
264 143 -1 1
265 143 -1 1
266 143 -1 1
267 143 -1 1
268 143 -1 1
269 143 -1 1
270 143 -1 1
271 143 -1 1
272 143 -1 1
273 143 -1 1
274 143 -1 1
275 143 -1 1
276 143 -1 1
277 143 -1 1
278 143 -1 1
279 143 -1 1
280 143 -1 1
281 143 -1 1
282 143 -1 1
283 143 -1 1
284 143 -1 1
285 143 -1 1
188 144 -1 1
189 144 -1 1
190 144 -1 1
191 144 -1 1
192 144 -1 1
193 144 -1 1
194 144 -1 1
195 144 -1 1
196 144 -1 1
197 144 -1 1
198 144 -1 1
199 144 -1 1
242 144 -1 1
243 144 -1 1
244 144 -1 1
245 144 -1 1
246 144 -1 1
247 144 -1 1
248 144 -1 1
249 144 -1 1
250 144 -1 1
251 144 -1 1
252 144 -1 1
253 144 -1 1
254 144 -1 1
255 144 -1 1
256 144 -1 1
257 144 -1 1
258 144 -1 1
259 144 -1 1
260 144 -1 1
261 144 -1 1
262 144 -1 1
263 144 -1 1
264 144 -1 1
265 144 -1 1
266 144 -1 1
267 144 -1 1
268 144 -1 1
269 144 -1 1
270 144 -1 1
271 144 -1 1
272 144 -1 1
273 144 -1 1
274 144 -1 1
275 144 -1 1
276 144 -1 1
277 144 -1 1
278 144 -1 1
279 144 -1 1
280 144 -1 1
281 144 -1 1
282 144 -1 1
283 144 -1 1
284 144 -1 1
285 144 -1 1
286 144 -1 1
188 145 -1 1
189 145 -1 1
190 145 -1 1
191 145 -1 1
192 145 -1 1
193 145 -1 1
194 145 -1 1
195 145 -1 1
196 145 -1 1
197 145 -1 1
198 145 -1 1
199 145 -1 1
256 145 -1 1
257 145 -1 1
258 145 -1 1
259 145 -1 1
260 145 -1 1
261 145 -1 1
262 145 -1 1
263 145 -1 1
264 145 -1 1
265 145 -1 1
266 145 -1 1
267 145 -1 1
268 145 -1 1
269 145 -1 1
270 145 -1 1
271 145 -1 1
272 145 -1 1
273 145 -1 1
274 145 -1 1
275 145 -1 1
276 145 -1 1
277 145 -1 1
278 145 -1 1
279 145 -1 1
280 145 -1 1
281 145 -1 1
282 145 -1 1
283 145 -1 1
284 145 -1 1
285 145 -1 1
286 145 -1 1
287 145 -1 1
188 146 -1 1
189 146 -1 1
190 146 -1 1
191 146 -1 1
192 146 -1 1
193 146 -1 1
194 146 -1 1
195 146 -1 1
196 146 -1 1
197 146 -1 1
198 146 -1 1
199 146 -1 1
261 146 -1 1
262 146 -1 1
263 146 -1 1
264 146 -1 1
265 146 -1 1
266 146 -1 1
267 146 -1 1
268 146 -1 1
269 146 -1 1
270 146 -1 1
271 146 -1 1
272 146 -1 1
273 146 -1 1
274 146 -1 1
275 146 -1 1
276 146 -1 1
277 146 -1 1
278 146 -1 1
279 146 -1 1
280 146 -1 1
281 146 -1 1
282 146 -1 1
283 146 -1 1
284 146 -1 1
285 146 -1 1
286 146 -1 1
287 146 -1 1
288 146 -1 1
188 147 -1 1
189 147 -1 1
190 147 -1 1
191 147 -1 1
192 147 -1 1
193 147 -1 1
194 147 -1 1
195 147 -1 1
196 147 -1 1
197 147 -1 1
198 147 -1 1
266 147 -1 1
267 147 -1 1
268 147 -1 1
269 147 -1 1
270 147 -1 1
271 147 -1 1
272 147 -1 1
273 147 -1 1
274 147 -1 1
275 147 -1 1
276 147 -1 1
277 147 -1 1
278 147 -1 1
279 147 -1 1
280 147 -1 1
281 147 -1 1
282 147 -1 1
283 147 -1 1
284 147 -1 1
285 147 -1 1
286 147 -1 1
287 147 -1 1
288 147 -1 1
188 148 -1 1
189 148 -1 1
190 148 -1 1
191 148 -1 1
192 148 -1 1
193 148 -1 1
194 148 -1 1
195 148 -1 1
196 148 -1 1
197 148 -1 1
198 148 -1 1
272 148 -1 1
273 148 -1 1
274 148 -1 1
275 148 -1 1
276 148 -1 1
277 148 -1 1
278 148 -1 1
279 148 -1 1
280 148 -1 1
281 148 -1 1
282 148 -1 1
283 148 -1 1
284 148 -1 1
285 148 -1 1
286 148 -1 1
287 148 -1 1
288 148 -1 1
188 149 -1 1
189 149 -1 1
190 149 -1 1
191 149 -1 1
192 149 -1 1
193 149 -1 1
194 149 -1 1
195 149 -1 1
196 149 -1 1
197 149 -1 1
198 149 -1 1
275 149 -1 1
276 149 -1 1
277 149 -1 1
278 149 -1 1
279 149 -1 1
280 149 -1 1
281 149 -1 1
282 149 -1 1
283 149 -1 1
284 149 -1 1
285 149 -1 1
286 149 -1 1
287 149 -1 1
288 149 -1 1
188 150 -1 1
189 150 -1 1
190 150 -1 1
191 150 -1 1
192 150 -1 1
193 150 -1 1
194 150 -1 1
195 150 -1 1
196 150 -1 1
197 150 -1 1
198 150 -1 1
278 150 -1 1
279 150 -1 1
280 150 -1 1
281 150 -1 1
282 150 -1 1
283 150 -1 1
284 150 -1 1
285 150 -1 1
286 150 -1 1
287 150 -1 1
288 150 -1 1
188 151 -1 1
189 151 -1 1
190 151 -1 1
191 151 -1 1
192 151 -1 1
193 151 -1 1
194 151 -1 1
195 151 -1 1
196 151 -1 1
197 151 -1 1
198 151 -1 1
278 151 -1 1
279 151 -1 1
280 151 -1 1
281 151 -1 1
282 151 -1 1
283 151 -1 1
284 151 -1 1
285 151 -1 1
286 151 -1 1
287 151 -1 1
288 151 -1 1
188 152 -1 1
189 152 -1 1
190 152 -1 1
191 152 -1 1
192 152 -1 1
193 152 -1 1
194 152 -1 1
195 152 -1 1
196 152 -1 1
197 152 -1 1
198 152 -1 1
278 152 -1 1
279 152 -1 1
280 152 -1 1
281 152 -1 1
282 152 -1 1
283 152 -1 1
284 152 -1 1
285 152 -1 1
286 152 -1 1
287 152 -1 1
288 152 -1 1
188 153 -1 1
189 153 -1 1
190 153 -1 1
191 153 -1 1
192 153 -1 1
193 153 -1 1
194 153 -1 1
195 153 -1 1
196 153 -1 1
197 153 -1 1
198 153 -1 1
278 153 -1 1
279 153 -1 1
280 153 -1 1
281 153 -1 1
282 153 -1 1
283 153 -1 1
284 153 -1 1
285 153 -1 1
286 153 -1 1
287 153 -1 1
288 153 -1 1
188 154 -1 1
189 154 -1 1
190 154 -1 1
191 154 -1 1
192 154 -1 1
193 154 -1 1
194 154 -1 1
195 154 -1 1
196 154 -1 1
197 154 -1 1
198 154 -1 1
199 154 -1 1
278 154 -1 1
279 154 -1 1
280 154 -1 1
281 154 -1 1
282 154 -1 1
283 154 -1 1
284 154 -1 1
285 154 -1 1
286 154 -1 1
287 154 -1 1
288 154 -1 1
188 155 -1 1
189 155 -1 1
190 155 -1 1
191 155 -1 1
192 155 -1 1
193 155 -1 1
194 155 -1 1
195 155 -1 1
196 155 -1 1
197 155 -1 1
198 155 -1 1
199 155 -1 1
278 155 -1 1
279 155 -1 1
280 155 -1 1
281 155 -1 1
282 155 -1 1
283 155 -1 1
284 155 -1 1
285 155 -1 1
286 155 -1 1
287 155 -1 1
288 155 -1 1
188 156 -1 1
189 156 -1 1
190 156 -1 1
191 156 -1 1
192 156 -1 1
193 156 -1 1
194 156 -1 1
195 156 -1 1
196 156 -1 1
197 156 -1 1
198 156 -1 1
199 156 -1 1
200 156 -1 1
278 156 -1 1
279 156 -1 1
280 156 -1 1
281 156 -1 1
282 156 -1 1
283 156 -1 1
284 156 -1 1
285 156 -1 1
286 156 -1 1
287 156 -1 1
288 156 -1 1
189 157 -1 1
190 157 -1 1
191 157 -1 1
192 157 -1 1
193 157 -1 1
194 157 -1 1
195 157 -1 1
196 157 -1 1
197 157 -1 1
198 157 -1 1
199 157 -1 1
200 157 -1 1
278 157 -1 1
279 157 -1 1
280 157 -1 1
281 157 -1 1
282 157 -1 1
283 157 -1 1
284 157 -1 1
285 157 -1 1
286 157 -1 1
287 157 -1 1
288 157 -1 1
189 158 -1 1
190 158 -1 1
191 158 -1 1
192 158 -1 1
193 158 -1 1
194 158 -1 1
195 158 -1 1
196 158 -1 1
197 158 -1 1
198 158 -1 1
199 158 -1 1
200 158 -1 1
278 158 -1 1
279 158 -1 1
280 158 -1 1
281 158 -1 1
282 158 -1 1
283 158 -1 1
284 158 -1 1
285 158 -1 1
286 158 -1 1
287 158 -1 1
288 158 -1 1
190 159 -1 1
191 159 -1 1
192 159 -1 1
193 159 -1 1
194 159 -1 1
195 159 -1 1
196 159 -1 1
197 159 -1 1
198 159 -1 1
199 159 -1 1
200 159 -1 1
277 159 -1 1
278 159 -1 1
279 159 -1 1
280 159 -1 1
281 159 -1 1
282 159 -1 1
283 159 -1 1
284 159 -1 1
285 159 -1 1
286 159 -1 1
287 159 -1 1
288 159 -1 1
190 160 -1 1
191 160 -1 1
192 160 -1 1
193 160 -1 1
194 160 -1 1
195 160 -1 1
196 160 -1 1
197 160 -1 1
198 160 -1 1
199 160 -1 1
200 160 -1 1
201 160 -1 1
202 160 -1 1
203 160 -1 1
277 160 -1 1
278 160 -1 1
279 160 -1 1
280 160 -1 1
281 160 -1 1
282 160 -1 1
283 160 -1 1
284 160 -1 1
285 160 -1 1
286 160 -1 1
287 160 -1 1
288 160 -1 1
190 161 -1 1
191 161 -1 1
192 161 -1 1
193 161 -1 1
194 161 -1 1
195 161 -1 1
196 161 -1 1
197 161 -1 1
198 161 -1 1
199 161 -1 1
200 161 -1 1
201 161 -1 1
202 161 -1 1
203 161 -1 1
204 161 -1 1
205 161 -1 1
277 161 -1 1
278 161 -1 1
279 161 -1 1
280 161 -1 1
281 161 -1 1
282 161 -1 1
283 161 -1 1
284 161 -1 1
285 161 -1 1
286 161 -1 1
287 161 -1 1
190 162 -1 1
191 162 -1 1
192 162 -1 1
193 162 -1 1
194 162 -1 1
195 162 -1 1
196 162 -1 1
197 162 -1 1
198 162 -1 1
199 162 -1 1
200 162 -1 1
201 162 -1 1
202 162 -1 1
203 162 -1 1
204 162 -1 1
205 162 -1 1
206 162 -1 1
207 162 -1 1
208 162 -1 1
244 162 -1 1
245 162 -1 1
246 162 -1 1
247 162 -1 1
248 162 -1 1
249 162 -1 1
250 162 -1 1
251 162 -1 1
252 162 -1 1
253 162 -1 1
254 162 -1 1
255 162 -1 1
277 162 -1 1
278 162 -1 1
279 162 -1 1
280 162 -1 1
281 162 -1 1
282 162 -1 1
283 162 -1 1
284 162 -1 1
285 162 -1 1
286 162 -1 1
287 162 -1 1
190 163 -1 1
191 163 -1 1
192 163 -1 1
193 163 -1 1
194 163 -1 1
195 163 -1 1
196 163 -1 1
197 163 -1 1
198 163 -1 1
199 163 -1 1
200 163 -1 1
201 163 -1 1
202 163 -1 1
203 163 -1 1
204 163 -1 1
205 163 -1 1
206 163 -1 1
207 163 -1 1
208 163 -1 1
209 163 -1 1
210 163 -1 1
211 163 -1 1
212 163 -1 1
213 163 -1 1
223 163 -1 1
224 163 -1 1
225 163 -1 1
226 163 -1 1
227 163 -1 1
228 163 -1 1
229 163 -1 1
230 163 -1 1
231 163 -1 1
232 163 -1 1
233 163 -1 1
234 163 -1 1
235 163 -1 1
236 163 -1 1
237 163 -1 1
